"代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今","买入价","卖出价","买量","卖量","成交量","成交额","股息率TTM","今开","昨收","最高","最低","换手率","涨跌速率","振幅","市盈率TTM","市盈率(静)","市净率","量比","委比","盘前价","盘后价","盘前涨跌幅","盘后涨跌幅","盘前额","盘后额","盘前振幅","盘后振幅","盘前涨跌额","盘后涨跌额","总市值","流通值","总股本","流通股","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","所属行业","道琼斯指数相关性","纳斯达克100相关性","标普500相关性","罗素2000相关性","费城半导体指数相关性","VIX指数相关性","恒生指数相关性","恒生科技指数相关性","富时中国50指数相关性","沪深300相关性","富时中国A50指数相关性","日经225相关性","TOPIX指数相关性","富时海峡指数相关性","大马综合指数相关性","TSX相关性","ASX200相关性","期权总成交","期权总持仓","正股IV","正股HV","正股IV-正股HV","IV等级","IV百分位数","行权价","到期日","未平仓数","溢价","隐含波动率","Delta","Gamma","Theta","Vega","Rho","距到期日","内在价值","时间价值","杠杆倍数","有效杠杆","盈亏平衡点","到盈亏平衡","盈利概率"
"ABCL","AbCellera Biologics","5.065","-0.085","-1.65%","+0.30%","+94.81%","+72.87%","5.060","5.070","2876","300","2491537","12597134.63","0.000%","5.228","5.150","5.228","4.891","1.23%","-0.23%","6.54%","亏损","亏损","1.477","1.48","81.11%","5.150","5.340","0.00%","+3.69%","424181.16","1886034.52","2.91","4.27","0.000","+0.190","1511824823.16","1025164149.59","298484664","202401609","+28.55%","+30.21%","+52.10%","+53.48%","+68.27%","生物技术","0.34","0.31","0.34","0.50","0.30","-0.28","-","-","-","-","-","-","-","-","-","-","-","2362","53174","110.94%","99.75%","11.20%","14","81%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"DLO","DLocal","10.937","+0.037","+0.34%","+0.25%","+26.59%","+1.75%","10.920","10.940","274","122","124759","1356680.68","0.000%","10.870","10.900","10.996","10.800","0.19%","-0.16%","1.80%","22.785","28.043","5.729","0.67","38.38%","10.970","10.900","+0.64%","0.00%","76461.70","96081.21","0.92","1.56","+0.070","0.000","3122869856.76","736128646.49","285529972","67305652","-0.39%","-3.55%","+6.60%","-9.36%","+46.13%","软件基础设施","0.23","0.27","0.26","0.27","0.23","-0.22","-","-","-","-","-","-","-","-","-","-","-","156","171611","81.02%","39.21%","41.81%","37","80%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BFLY","Butterfly Network","1.880","0.000","0.00%","0.00%","-24.19%","-39.74%","1.880","1.890","5432","971","510523","956922.85","0.000%","1.880","1.880","1.905","1.831","0.27%","-0.40%","3.94%","亏损","亏损","1.940","1.03","69.67%","1.860","1.870","-1.06%","-0.53%","4406.71","160085.05","1.60","2.66","-0.020","-0.010","464903188.40","357313224.88","247288930","190060226","+6.82%","-2.59%","-8.29%","-47.92%","+64.91%","医疗设备","0.33","0.34","0.36","0.48","0.31","-0.27","-","-","-","-","-","-","-","-","-","-","-","503","32133","97.59%","37.07%","60.52%","6","33%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OSCR","Oscar Health","13.830","+0.210","+1.54%","-1.77%","+14.96%","+2.90%","13.830","13.840","221","647","39280473","533159674.99","0.000%","12.930","13.620","14.250","12.860","19.11%","0.54%","10.21%","34.575","138.300","2.642","5.19","-49.08%","12.980","13.780","-4.70%","+1.17%","85150241.68","10966994.74","19.09","2.13","-0.640","+0.160","3522182910.00","2842533629.55","254677000","205533885","-7.31%","-16.44%","-32.27%","-15.05%","-9.84%","医疗计划","0.23","0.21","0.23","0.25","0.20","-0.18","-","-","-","-","-","-","-","-","-","-","-","131991","1091957","106.50%","94.62%","11.87%","59","93%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"APLD","Applied Digital","10.755","-0.335","-3.02%","+1.27%","+136.89%","+40.77%","10.750","10.760","769","513","10751737","115011612.25","0.000%","11.121","11.090","11.130","10.350","5.30%","-0.42%","7.03%","亏损","亏损","5.968","1.46","19.97%","11.100","11.220","+0.09%","+1.17%","4323970.74","8808107.95","4.42","1.17","+0.010","+0.130","2713203718.78","2181787994.34","252273707","202862668","+7.87%","+16.65%","+8.97%","+64.95%","+102.54%","信息技术服务","0.27","0.34","0.33","0.34","0.33","-0.33","-","-","-","-","-","-","-","-","-","-","-","39351","649468","111.97%","83.23%","28.74%","9","31%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RR","Richtech Robotics","1.995","-0.095","-4.55%","+0.76%","-9.32%","-26.11%","1.990","2.000","11445","17212","4060234","8084846.31","0.000%","2.070","2.090","2.080","1.910","6.50%","-1.02%","8.13%","亏损","亏损","4.096","2.11","-20.12%","2.080","2.080","-0.48%","-0.48%","354064.16","626996.66","2.87","2.39","-0.010","-0.010","229033543.09","124593605.33","114803781","62452935","+15.32%","+4.45%","+12.08%","-27.72%","+45.62%","专用工业机械","0.12","0.15","0.15","0.16","0.14","-0.09","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AG","First Majestic Silver","8.745","+0.055","+0.64%","+0.32%","+40.26%","+59.59%","8.740","8.750","6368","3200","3897596","33845126.70","0.220%","8.750","8.690","8.800","8.550","0.89%","0.04%","2.88%","亏损","亏损","1.749","1.45","33.11%","8.760","8.730","+0.81%","+0.46%","727587.76","4201040.60","1.38","0.69","+0.070","+0.040","4237889054.78","3826870230.51","484590472","437591647","-2.07%","+9.45%","+8.10%","+64.07%","+41.77%","银","0.24","0.28","0.29","0.32","0.29","-0.26","-","-","-","-","-","-","-","-","-","-","-","7446","761582","61.05%","56.49%","4.56%","28","32%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PDYN","Palladyne AI","10.290","-0.510","-4.72%","+1.18%","+60.53%","-16.14%","10.250","10.290","119","377","1376006","14182853.07","0.000%","10.800","10.800","10.800","9.960","5.91%","0.05%","7.78%","亏损","亏损","12.992","1.24","-52.02%","10.790","11.080","-0.09%","+2.59%","404646.35","533753.05","1.55","4.07","-0.010","+0.280","367492192.83","239529220.56","35713527","23277864","+12.21%","+22.21%","+23.83%","+12.09%","+427.69%","软件基础设施","0.16","0.15","0.15","0.22","0.13","-0.14","-","-","-","-","-","-","-","-","-","-","-","865","18212","120.15%","134.83%","-14.68%","21","43%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"INDI","indie Semiconductor","4.235","-0.175","-3.97%","+0.33%","+111.75%","+4.57%","4.240","4.250","780","300","1665937","7118281.31","0.000%","4.400","4.410","4.500","4.100","0.87%","0.47%","9.07%","亏损","亏损","2.035","1.42","44.44%","4.380","4.640","-0.68%","+5.21%","17185.98","156072.25","2.95","5.43","-0.030","+0.230","825369750.21","813589386.23","194892503","192110835","+5.88%","+12.04%","+35.30%","+1.07%","-33.93%","半导体设备与材料","0.44","0.46","0.48","0.53","0.47","-0.37","-","-","-","-","-","-","-","-","-","-","-","1111","112956","92.37%","90.28%","2.09%","26","51%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"TIGR","向上融科","10.965","+0.545","+5.23%","-0.09%","+44.47%","+69.74%","10.960","10.970","300","1000","4186790","45634171.09","0.000%","11.001","10.420","11.370","10.471","4.12%","0.14%","8.63%","24.420","30.543","2.777","3.39","-53.85%","11.010","10.490","+5.66%","+0.67%","2272431.21","5071477.78","4.32","0.77","+0.590","+0.070","1937087152.28","1115120960.37","176660935","101698218","+6.87%","+10.87%","+36.55%","+51.24%","+154.41%","资本市场","0.22","0.28","0.27","0.26","0.29","-0.25","-","-","-","-","-","-","-","-","-","-","-","30754","716034","79.56%","86.50%","-6.95%","27","57%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"BULL","微牛","14.960","+0.340","+2.33%","+1.15%","-23.28%","+28.69%","14.960","14.970","100","1","6416655","95003346.52","0.000%","14.705","14.620","15.270","14.350","4.72%","0.19%","6.29%","亏损","亏损","亏损","1.45","98.02%","14.700","14.849","+0.55%","+1.57%","3529239.72","11555155.86","2.19","2.39","+0.080","+0.229","7251116802.16","2033900982.08","484700321","135955948","+23.33%","+16.47%","+43.57%","+28.52%","+34.04%","应用软件","0.05","0.02","0.04","0.05","0.01","-0.10","-","-","-","-","-","-","-","-","-","-","-","52142","438008","114.62%","118.11%","-3.49%","46","75%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ASPI","ASP Isotopes","9.460","-0.420","-4.25%","+1.28%","+73.58%","+108.83%","9.450","9.480","799","600","1257238","11751599.66","0.000%","9.730","9.880","9.760","9.010","2.32%","0.38%","7.59%","亏损","亏损","18.658","0.95","14.22%","9.730","9.860","-1.52%","-0.20%","158793.41","259713.64","2.53","1.42","-0.150","-0.020","793461444.82","513782438.40","83875417","54311040","+19.90%","+33.62%","+29.41%","+77.82%","+230.77%","化学制品","0.26","0.31","0.30","0.29","0.33","-0.29","-","-","-","-","-","-","-","-","-","-","-","4924","126921","99.36%","107.23%","-7.87%","12","11%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RDW","Redwire","16.650","-0.720","-4.15%","+1.52%","+51.78%","+1.15%","16.640","16.720","100","100","1673141","27850396.69","0.000%","17.300","17.370","17.300","16.160","1.84%","-0.36%","6.56%","亏损","亏损","亏损","1.85","0.00%","17.360","17.400","-0.06%","+0.17%","965790.25","1973479.95","2.25","1.90","-0.010","+0.030","2373885271.80","1512941394.15","142575692","90867351","-1.94%","+9.90%","+8.40%","-24.32%","+141.65%","航空航天与国防","0.43","0.40","0.43","0.47","0.35","-0.39","-","-","-","-","-","-","-","-","-","-","-","5054","92000","96.56%","82.71%","13.86%","60","58%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"VOO","标普500ETF-Vanguard","577.170","-0.780","-0.13%","+0.13%","+15.23%","+7.82%","577.120","577.150","100","600","1434995","827789915.60","1.200%","578.280","577.950","578.350","575.650","0.12%","0.03%","0.47%","-","-","0.471","1.50","-71.43%","578.180","578.040","+0.04%","+0.02%","19953177.98","209049117.05","0.21","0.10","+0.230","+0.090","702124400103.39","702124400103.39","1216494967","1216494967","+0.93%","+1.22%","+4.62%","+4.52%","+14.68%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","561","58204","16.12%","7.82%","8.31%","20","38%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"KITT","Nauticus Robotics","1.010","-0.030","-2.88%","-0.53%","-9.82%","-34.84%","1.010","1.020","2997","2240","896283","930690.09","0.000%","1.040","1.040","1.060","1.000","2.76%","0.00%","5.77%","0.046","亏损","24.634","1.75","14.46%","1.050","1.050","+0.96%","+0.96%","54909.75","96294.10","6.73","2.88","+0.010","+0.010","37672584.89","32839105.66","37299589","32513966","+2.04%","-1.94%","+10.03%","-42.61%","-68.72%","航空航天与国防","0.14","0.17","0.17","0.13","0.13","-0.15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AMPX","Amprius Technologies","8.205","-0.175","-2.09%","+1.05%","+229.52%","+193.04%","8.200","8.210","700","200","4141101","33678981.46","0.000%","8.190","8.380","8.470","7.820","4.26%","-0.43%","7.76%","亏损","亏损","14.049","1.62","55.56%","8.140","8.400","-2.86%","+0.24%","1554857.56","677817.37","4.06","2.15","-0.240","+0.020","989080561.78","797004588.66","120546077","97136452","+9.55%","+48.37%","+137.83%","+151.69%","+521.59%","电气设备及零件","0.24","0.27","0.27","0.30","0.27","-0.22","-","-","-","-","-","-","-","-","-","-","-","3453","76461","120.28%","106.10%","14.18%","41","31%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CRSP","CRISPR Therapeutics","64.600","-0.730","-1.12%","+0.34%","+65.18%","+64.13%","64.600","64.800","61","211","1407605","89423273.65","0.000%","64.682","65.330","65.217","61.134","1.64%","-0.29%","6.25%","亏损","亏损","3.050","1.61","-55.15%","64.690","65.120","-0.98%","-0.32%","2422228.76","12552368.80","3.28","1.16","-0.640","-0.210","5579093986.40","5552825882.20","86363684","85957057","+22.51%","+17.84%","+41.82%","+54.51%","+14.86%","生物技术","0.38","0.39","0.41","0.54","0.37","-0.33","-","-","-","-","-","-","-","-","-","-","-","3589","130329","65.81%","79.69%","-13.89%","56","83%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"EOSE","Eos Energy","5.788","-0.213","-3.54%","+1.09%","+18.60%","+19.08%","5.780","5.790","4486","1502","5565276","32446269.22","0.000%","5.950","6.000","6.120","5.660","2.26%","0.08%","7.67%","亏损","亏损","亏损","1.48","49.83%","5.950","6.020","-0.83%","+0.34%","1239482.16","8147578.98","4.33","3.17","-0.050","+0.020","1441976836.19","1422801662.25","249153665","245840460","+11.94%","+20.82%","+38.13%","+1.89%","+209.49%","电气设备及零件","0.20","0.22","0.24","0.29","0.22","-0.15","-","-","-","-","-","-","-","-","-","-","-","19558","1351397","124.51%","101.52%","22.99%","48","76%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SLDE","Slide Insurance Holdings","18.298","-0.103","-0.56%","+0.65%","+7.63%","+7.63%","18.190","18.640","9","700","48869","894596.42","0.000%","18.400","18.400","18.567","18.016","0.24%","-2.85%","3.00%","9.569","11.364","4.294","0.58","-97.46%","0.000","18.400","0.00%","0.00%","0.00","168410.40","0.00","0.00","0.000","0.000","2285981420.29","365950000.00","124934085","20000000","-1.25%","-4.20%","-18.10%","+7.63%","+7.63%","财产和意外伤害保险","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","35","4328","83.59%","41.32%","42.26%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CNVS","Cineverse","5.980","-0.120","-1.97%","+0.34%","+99.33%","+63.84%","5.960","6.040","151","200","107645","646080.42","0.000%","6.150","6.100","6.280","5.885","0.81%","-0.33%","6.48%","37.375","37.375","2.907","2.54","-13.96%","6.270","6.000","+2.79%","-1.64%","495.23","2866.24","2.95","1.64","+0.170","-0.100","102306210.76","79559438.92","17108062","13304254","-6.42%","-8.84%","+53.33%","+67.98%","+592.93%","娱乐","0.21","0.22","0.23","0.21","0.20","-0.19","-","-","-","-","-","-","-","-","-","-","-","1","2417","87.50%","78.62%","8.88%","6","26%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"DFDV","DeFi Development","23.810","+0.290","+1.23%","+2.37%","+235.79%","+3332.96%","23.750","23.830","400","200","963795","22941289.71","0.000%","24.640","23.520","24.940","22.520","8.15%","-0.85%","10.29%","亏损","亏损","156.644","1.68","33.33%","24.720","24.549","+5.10%","+4.37%","1804006.73","1218621.35","6.80","5.95","+1.200","+1.029","447101418.04","281752111.12","18777884","11833352","-3.53%","+17.75%","-4.03%","+2992.21%","+2588.57%","软件基础设施","-0.04","0.02","0.00","-0.03","0.05","0.00","-","-","-","-","-","-","-","-","-","-","-","1265","34943","164.70%","186.43%","-21.74%","7","6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SBET","SharpLink Gaming","26.670","+1.425","+5.64%","+3.96%","+908.85%","+245.00%","26.660","26.670","1092","200","17762745","460301377.01","0.000%","26.330","25.245","26.950","25.000","17.83%","-0.08%","7.72%","亏损","0.970","1270.000","1.25","69.04%","26.350","26.120","+4.38%","+3.47%","56358561.44","40064862.09","12.52","4.71","+1.105","+0.875","2665718293.14","2656838249.94","99951942","99618982","-7.94%","+63.72%","+196.33%","+466.96%","+270.42%","博彩","0.10","0.10","0.11","0.10","0.09","-0.10","-","-","-","-","-","-","-","-","-","-","-","36581","381518","181.11%","204.10%","-23.00%","85","95%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ASML","阿斯麦","709.010","-10.670","-1.48%","+0.20%","+5.36%","+2.83%","708.950","709.050","106","1","1100513","782781221.19","1.050%","718.500","719.680","719.060","705.800","0.28%","0.07%","1.84%","25.236","31.505","13.329","1.46","98.13%","718.380","719.700","-0.18%","+0.00%","35106963.28","25695525.41","1.38","0.12","-1.300","+0.020","274670474000.00","274554126168.01","387400000","387235901","-13.85%","-10.72%","-9.07%","+4.30%","-23.96%","半导体设备与材料","0.46","0.71","0.64","0.50","0.81","-0.47","-","-","-","-","-","-","-","-","-","-","-","13765","181125","29.60%","40.01%","-10.41%","0","1%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CEG","Constellation Energy","315.290","-2.590","-0.81%","+0.66%","+44.78%","+41.39%","315.190","315.550","35","1","404079","127159061.20","0.460%","318.000","317.880","318.742","311.395","0.13%","-0.11%","2.31%","33.223","26.517","7.627","0.91","94.44%","317.660","317.890","-0.07%","+0.00%","1436117.97","27535261.73","1.94","0.05","-0.220","+0.010","98817362587.30","98378678801.16","313417370","312026004","-0.85%","+0.78%","+0.03%","+13.45%","+66.68%","可再生能源公用事业","0.34","0.48","0.46","0.35","0.48","-0.38","-","-","-","-","-","-","-","-","-","-","-","2847","179503","56.32%","35.91%","20.41%","34","71%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"IPO","复兴IPO ETF","45.190","-0.830","-1.80%","-0.02%","+18.23%","+4.04%","45.360","45.440","300","100","11577","525271.19","0.370%","45.900","46.020","45.900","44.810","0.36%","0.00%","2.37%","-","-","0.982","1.52","50.00%","46.330","46.300","+0.67%","+0.61%","1065.59","10899.45","0.00","0.00","+0.310","+0.280","144608000.00","144608000.00","3200000","3200000","+2.12%","+1.59%","+4.63%","+1.12%","+9.58%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","462","32.36%","18.93%","13.42%","25","64%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARQQ","Arqit Quantum","38.205","-3.195","-7.72%","+1.88%","+153.01%","-1.63%","38.140","38.300","7","300","656669","25801688.90","0.000%","41.930","41.400","42.000","37.200","8.89%","0.92%","11.59%","亏损","亏损","34.326","3.11","-95.44%","42.250","41.603","+2.05%","+0.49%","844344.52","617852.78","4.59","3.43","+0.850","+0.203","548419365.04","282331702.57","14354649","7389915","+0.70%","+7.14%","-0.97%","+61.07%","+307.96%","软件基础设施","0.18","0.20","0.21","0.26","0.20","-0.16","-","-","-","-","-","-","-","-","-","-","-","1071","12446","127.14%","103.11%","24.03%","8","2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"UMAC","Unusual Machines","9.914","-0.096","-0.96%","+1.83%","+56.38%","-41.06%","9.900","9.980","100","100","1688152","16710002.27","0.000%","10.330","10.010","10.350","9.610","6.20%","-0.05%","7.39%","亏损","亏损","18.777","1.36","0.00%","10.330","10.209","+3.20%","+1.99%","480707.08","842897.63","4.10","5.29","+0.320","+0.199","298550205.52","269774284.13","30112786","27210349","-11.72%","+24.09%","+21.50%","-17.45%","+466.54%","计算机硬件","0.17","0.17","0.19","0.22","0.15","-0.16","-","-","-","-","-","-","-","-","-","-","-","1462","53646","119.76%","150.87%","-31.11%","7","6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
